mcs_down,mcs_down_var,mcs_up,mcs_up_var,rb_down_var,rb_up_var,rnti_count,rb_down,rb_up,down,up
15.223577306301944,88.73297459175963,16.210585585585584,59.66238738738738,4.5624052728606196e-08,2.175830508474576e-08,6490.0,0.0190555932203389,0.000373813559322,109934672.0,1166592.0
11.186996426046454,73.60547994137428,11.91625854643853,75.75417588973423,7.133121800661104e-08,1.4626932101260098e-08,7517.0,0.0687246666666666,0.0185903333333333,243427312.0,26819240.0
6.09083064308995,57.34585737806152,10.949136308537302,82.68940281245808,1.2056263346323608e-07,1.3489510508500497e-08,7264.0,0.18346125,0.0476709166666666,490090984.0,63040432.0
7.744553509702739,61.603081351950514,12.121425110752398,85.42199445990248,1.409946207665804e-07,1.2951181275703106e-08,7865.0,0.3843265833333333,0.05733775,949030475.0,87122240.0
6.25609228543818,59.55511268114419,13.200561087137396,75.66497805080489,1.1940704441150166e-07,3.3858698672806246e-08,6325.0,0.1562133333333333,0.10168025,621928932.0,157533416.0
13.639260060750146,84.07156210777042,14.208951961289532,50.99081950579762,5.837125646312738e-08,1.2629373729140804e-08,6274.0,0.0323740517241379,0.0032257758620689,139426872.0,6376904.0
15.032893775478517,86.81246846945679,14.28220551378446,36.026984126984125,4.50362882847802e-08,1.127072619047619e-08,6089.0,0.0173178333333333,0.000256,102493048.0,625960.0
15.14439791543689,86.35032620566972,14.287830687830688,37.76084656084656,4.4899652396410427e-08,9.586587301587301e-09,4244.0,0.0120040833333333,0.0001875833333333,71121393.0,580336.0
14.99039245010801,86.83184710864496,16.448710317460318,46.230555555555554,4.63348575607862e-08,1.5224217592592592e-08,5419.0,0.01543325,0.0002731666666666,89769064.0,807480.0
15.11679490067345,88.46758081514628,16.112000000000002,39.204,4.4586722757856814e-08,8.162847222222221e-09,4650.0,0.01345525,0.0002178333333333,78684512.0,721920.0
15.53547204650972,87.5229488830441,14.317,40.13766666666666,4.564039293883459e-08,1.6122472222222222e-08,5410.0,0.01545875,0.00023925,91407680.0,720608.0
15.013925737728064,88.30791871400892,13.86812258903454,33.38088804587756,4.5113869903036864e-08,1.0030911287349964e-08,5815.0,0.0167035593220339,0.0003335593220338,97484568.0,1067264.0
15.192941709942533,86.82056635759243,17.114207650273226,27.959562841530055,4.354476102283849e-08,1.282701388888889e-08,6336.0,0.017452,0.0002356666666666,102979720.0,756216.0
14.952313510469986,85.12653527453479,14.459477124183003,31.91437908496732,4.4968919567294024e-08,8.845861111111111e-09,5753.0,0.0157934166666666,0.0001590833333333,94341624.0,398864.0
14.966307071981564,85.62251518242732,14.8859649122807,20.399122807017545,4.4063169277837514e-08,7.622708333333333e-09,5892.0,0.0158514166666666,0.0001378333333333,94541152.0,424392.0
15.168162770870842,85.9697900022384,15.474122807017544,19.72938596491228,4.47804530828211e-08,7.543680555555555e-09,5482.0,0.0150599166666666,0.0001498333333333,90225216.0,446424.0
15.184865566011776,87.1254427848344,15.182017543859647,28.975877192982455,4.333067264819866e-08,4.273333333333333e-09,5170.0,0.0140861666666666,0.0001348333333333,83837000.0,373248.0
